1260.0000,47.6782,-122.3970,436500.0000
990.0000,47.4145,-122.4630,329000.0000
1500.0000,47.6921,-122.3800,395000.0000
2080.0000,47.7698,-122.2380,415000.0000
1900.0000,47.5440,-122.3850,431500.0000
440.0000,47.4339,-122.5120,290000.0000
1651.0000,47.7076,-122.3460,363000.0000
1640.0000,47.6766,-122.3680,635200.0000
3238.0000,47.4005,-122.3110,355425.0000
4250.0000,47.3400,-122.3270,465000.0000
1600.0000,47.6847,-122.2910,525000.0000
4300.0000,47.4615,-122.0000,593500.0000
2190.0000,47.3804,-122.0270,361500.0000
1770.0000,47.3066,-122.3780,280000.0000
1720.0000,47.6157,-122.2900,770000.0000
1613.0000,47.3859,-122.1620,279500.0000
1990.0000,47.7434,-122.1060,335000.0000
1580.0000,47.6254,-122.0450,475000.0000
1600.0000,47.7662,-122.1590,525000.0000
3090.0000,47.7275,-122.1220,595000.0000
2060.0000,47.5245,-122.3840,731100.0000
1100.0000,47.5231,-122.3320,130000.0000
2660.0000,47.3077,-122.0110,379000.0000
1830.0000,47.3682,-122.1790,240000.0000
1020.0000,47.7039,-122.3400,350000.0000
3130.0000,47.6272,-122.3160,1265000.0000
1980.0000,47.3913,-122.1850,307550.0000
4750.0000,47.3574,-122.3180,770000.0000
2600.0000,47.3402,-122.0460,700000.0000
1590.0000,47.5831,-122.3920,490000.0000
1250.0000,47.5064,-122.2650,164808.0000
2440.0000,47.6613,-122.1320,749500.0000
1800.0000,47.4617,-122.0120,390000.0000
2230.0000,47.5772,-122.2920,690000.0000
1570.0000,47.6389,-122.1020,515000.0000
2140.0000,47.6044,-122.2990,680000.0000
2870.0000,47.6308,-122.2380,1555000.0000
2880.0000,47.3455,-122.0230,419900.0000
3990.0000,47.3632,-122.0610,649000.0000
1580.0000,47.5984,-122.1470,475000.0000
1770.0000,47.3814,-122.3220,242500.0000
1370.0000,47.3338,-122.3410,268000.0000
2040.0000,47.3275,-122.1710,284000.0000
1680.0000,47.3684,-122.1230,286000.0000
1410.0000,47.6646,-122.2040,650000.0000
2740.0000,47.6962,-122.1790,706000.0000
1150.0000,47.7435,-122.2960,354500.0000
1170.0000,47.5181,-122.3640,335000.0000
2130.0000,47.5672,-122.1610,802000.0000
1510.0000,47.7510,-122.3380,415000.0000
2330.0000,47.6267,-122.0460,588500.0000
1310.0000,47.4911,-122.1540,330000.0000
630.0000,47.6342,-122.3420,430000.0000
1660.0000,47.6801,-122.3220,605000.0000
1970.0000,47.2658,-122.2180,299995.0000
2070.0000,47.7696,-122.0360,542950.0000
1590.0000,47.2241,-122.0720,399950.0000
1800.0000,47.5303,-122.2800,365000.0000
2350.0000,47.4783,-122.1230,469995.0000
950.0000,47.7494,-122.2370,250000.0000
2890.0000,47.6505,-122.2030,1170000.0000
2020.0000,47.6821,-122.2670,810000.0000
1090.0000,47.4551,-122.1750,267000.0000
2370.0000,47.7379,-122.0520,597000.0000
1640.0000,47.7351,-122.1890,397000.0000
1600.0000,47.3675,-122.0200,308950.0000
1020.0000,47.4956,-122.3210,245000.0000
1920.0000,47.6078,-122.1280,465000.0000
2220.0000,47.7762,-122.2700,320000.0000
2890.0000,47.7099,-122.2300,508000.0000
1170.0000,47.4941,-122.3120,209977.0000
2710.0000,47.5153,-121.8710,544999.0000
3450.0000,47.7067,-122.3800,2225000.0000
1950.0000,47.5925,-122.3020,565000.0000
2420.0000,47.7267,-122.0630,725000.0000
1830.0000,47.4862,-122.2240,373000.0000
3050.0000,47.6772,-122.2960,975000.0000
2370.0000,47.5631,-122.0850,675000.0000
2220.0000,47.6381,-122.2050,825000.0000
2080.0000,47.6422,-122.4030,783000.0000
2815.0000,47.4299,-122.2070,477500.0000
1490.0000,47.5840,-122.1980,745000.0000
1670.0000,47.4105,-122.1800,252000.0000
3100.0000,47.7302,-121.9740,564500.0000
1110.0000,47.7540,-122.3410,302000.0000
2080.0000,47.5791,-122.3920,660000.0000
2210.0000,47.5927,-122.2030,950000.0000
3410.0000,47.6500,-122.1550,815000.0000
2140.0000,47.6993,-122.3770,603500.0000
1560.0000,47.3191,-122.2130,288000.0000
2290.0000,47.5443,-122.1720,585000.0000
1870.0000,47.7700,-122.3190,325000.0000
1840.0000,47.6041,-122.3100,660000.0000
1260.0000,47.4034,-122.1760,290000.0000
1120.0000,47.3735,-122.4300,256500.0000
4830.0000,47.6409,-122.2410,3640900.0000
1550.0000,47.6989,-122.3460,380000.0000
2811.0000,47.3686,-122.0580,455000.0000
1620.0000,47.3631,-122.0280,260656.0000
1640.0000,47.4941,-122.1510,311000.0000
2420.0000,47.4729,-122.3500,449950.0000
2060.0000,47.7571,-122.1410,440000.0000
1260.0000,47.5114,-122.3610,335000.0000
1710.0000,47.5393,-122.2160,690000.0000
2800.0000,47.5893,-122.1770,940000.0000
1900.0000,47.4869,-122.3440,245000.0000
1730.0000,47.3644,-122.3120,216000.0000
1830.0000,47.6051,-122.3110,682000.0000
670.0000,47.5165,-122.3720,202000.0000
3430.0000,47.6426,-122.1800,960000.0000
1920.0000,47.7580,-122.3250,360000.0000
1950.0000,47.6934,-122.3280,447500.0000
2830.0000,47.7605,-122.2340,551000.0000
1900.0000,47.6831,-122.1860,470000.0000
2220.0000,47.4519,-122.3750,480000.0000
2240.0000,47.5118,-122.1940,450000.0000
1990.0000,47.4917,-122.1670,359000.0000
1700.0000,47.3025,-122.2240,189000.0000
1920.0000,47.6647,-122.0870,674000.0000
1100.0000,47.3186,-122.2890,194820.0000
2910.0000,47.5451,-122.1420,805000.0000
2970.0000,47.6359,-122.0520,745000.0000
2050.0000,47.7447,-122.3280,399950.0000
1845.0000,47.5204,-122.2080,510000.0000
2840.0000,47.7458,-122.2870,440000.0000
2970.0000,47.7043,-122.1220,855169.0000
1300.0000,47.6199,-122.1160,502000.0000
870.0000,47.3702,-122.0780,183000.0000
540.0000,47.6729,-122.3830,425000.0000
2460.0000,47.7602,-122.0220,630000.0000
3990.0000,47.6177,-122.2290,2720000.0000
1230.0000,47.5626,-122.3820,393500.0000
1690.0000,47.6443,-122.3850,640000.0000
2720.0000,47.4612,-122.2150,365000.0000
3630.0000,47.5660,-122.2250,769000.0000
2440.0000,47.5362,-122.0720,613000.0000
2220.0000,47.6624,-121.9510,585000.0000
1640.0000,47.4791,-122.3470,299999.0000
1560.0000,47.2917,-122.3660,236000.0000
1200.0000,47.6986,-122.2860,460000.0000
1200.0000,47.3140,-122.2080,235000.0000
2880.0000,47.4332,-122.1440,360000.0000
1260.0000,47.5442,-122.3960,665000.0000
2740.0000,47.5738,-122.3150,470000.0000
2280.0000,47.6217,-122.0340,577500.0000
3110.0000,47.5408,-121.8610,585000.0000
1800.0000,47.5312,-122.0400,385000.0000
1370.0000,47.7002,-121.9120,375000.0000
2130.0000,47.5272,-122.2760,325000.0000
1260.0000,47.4401,-122.2790,216000.0000
2010.0000,47.7102,-122.2810,429950.0000
1740.0000,47.3777,-122.0230,335000.0000
710.0000,47.5226,-122.3510,271000.0000
2110.0000,47.6374,-122.1110,689000.0000
1840.0000,47.5209,-122.2050,327000.0000
2344.0000,47.6537,-122.3350,791000.0000
2860.0000,47.6033,-122.1580,740000.0000
2500.0000,47.6251,-122.0260,640000.0000
1420.0000,47.3598,-122.1570,270000.0000
1550.0000,47.2194,-122.0590,330000.0000
1510.0000,47.3912,-122.1670,230000.0000
940.0000,47.4631,-122.3290,246500.0000
2630.0000,47.4841,-122.1900,435000.0000
3172.0000,47.2961,-122.3480,432500.0000
2430.0000,47.6062,-122.0570,550000.0000
2170.0000,47.6219,-122.1090,546800.0000
1450.0000,47.3343,-122.1600,365000.0000
2800.0000,47.6809,-122.2860,665000.0000
1750.0000,47.6954,-122.1990,575000.0000
2820.0000,47.7112,-122.2260,677000.0000
1770.0000,47.7726,-122.2660,415000.0000
1590.0000,47.3725,-122.0730,255000.0000
1730.0000,47.3747,-122.1640,299900.0000
2830.0000,47.7074,-122.1010,725000.0000
910.0000,47.6929,-122.3600,275000.0000
2650.0000,47.6260,-122.2130,1388000.0000
3570.0000,47.5448,-121.9300,835000.0000
3370.0000,47.5410,-121.9980,825000.0000
2680.0000,47.5683,-122.0910,599990.0000
1910.0000,47.6544,-122.3730,609850.0000
1460.0000,47.6693,-122.3330,705000.0000
1740.0000,47.4919,-122.3650,585000.0000
2750.0000,47.6367,-121.9480,510000.0000
2220.0000,47.6734,-122.1850,456000.0000
890.0000,47.7118,-122.3140,285000.0000
1590.0000,47.5893,-122.3090,480000.0000
4440.0000,47.5294,-122.1370,1037000.0000
2460.0000,47.6721,-122.3230,535000.0000
2580.0000,47.7637,-122.1340,570000.0000
890.0000,47.2003,-121.9960,199990.0000
1560.0000,47.7086,-122.0190,509000.0000
1340.0000,47.7053,-122.3430,360000.0000
3390.0000,47.5800,-122.2900,895000.0000
2500.0000,47.5517,-122.2680,415000.0000
3430.0000,47.5196,-122.1510,997000.0000
1463.0000,47.6843,-122.3170,390000.0000
2920.0000,47.6196,-122.1500,795000.0000
2800.0000,47.5102,-122.1830,350000.0000
2100.0000,47.7478,-122.3380,457000.0000
1080.0000,47.7065,-122.2350,350000.0000
2350.0000,47.3533,-122.0820,464950.0000
1470.0000,47.7628,-122.3540,352500.0000
2415.0000,47.6506,-122.2020,815000.0000
1600.0000,47.6348,-122.2810,690000.0000
2770.0000,47.7751,-122.0880,685000.0000
1460.0000,47.6169,-122.3090,570000.0000
1220.0000,47.4712,-122.1000,240000.0000
1990.0000,47.3083,-122.3600,273000.0000
840.0000,47.6955,-122.3040,270000.0000
2330.0000,47.7663,-122.2150,527000.0000
1580.0000,47.5256,-122.3800,575000.0000
3320.0000,47.4862,-121.7180,665000.0000
2890.0000,47.5027,-122.3810,1072500.0000
3070.0000,47.6640,-121.9930,753000.0000
1560.0000,47.6050,-122.3040,515000.0000
1340.0000,47.6214,-122.1190,474905.0000
1240.0000,47.4579,-122.0900,270000.0000
2420.0000,47.3221,-122.3220,389000.0000
720.0000,47.4960,-122.1860,217000.0000
1120.0000,47.5788,-122.4100,380000.0000
3070.0000,47.4724,-122.1470,529000.0000
1910.0000,47.7356,-122.1980,390000.0000
2030.0000,47.7251,-122.1100,530000.0000
820.0000,47.6619,-122.3520,339950.0000
1320.0000,47.4425,-122.1330,390000.0000
3550.0000,47.4827,-122.1310,659950.0000
3080.0000,47.3841,-122.2840,299000.0000
1150.0000,47.6846,-122.3170,552000.0000
1440.0000,47.3857,-122.2120,253000.0000
1310.0000,47.6016,-122.1230,405000.0000
1090.0000,47.3066,-122.2170,219500.0000
2210.0000,47.5727,-122.3760,510000.0000
1520.0000,47.7347,-122.1930,425500.0000
1830.0000,47.6914,-122.3090,450000.0000
1280.0000,47.7677,-122.1630,368000.0000
1740.0000,47.5892,-122.3870,568000.0000
1860.0000,47.1559,-121.6460,380000.0000
770.0000,47.7379,-122.2330,180000.0000
1820.0000,47.6018,-122.0210,456000.0000
1980.0000,47.6478,-122.0290,550000.0000
2090.0000,47.5287,-122.3850,550000.0000
1170.0000,47.3279,-122.1360,229950.0000
2530.0000,47.2634,-122.3120,336000.0000
1550.0000,47.6034,-122.3090,530000.0000
1920.0000,47.5538,-121.9940,571000.0000
3190.0000,47.7082,-122.2210,675000.0000
4030.0000,47.5812,-121.9950,989000.0000
1200.0000,47.3375,-122.1230,210000.0000
1610.0000,47.5319,-121.8400,280000.0000
1570.0000,47.7364,-121.9690,325000.0000
1814.0000,47.6840,-122.2810,530000.0000
2470.0000,47.4645,-122.3370,305000.0000
2110.0000,47.6570,-122.0260,568000.0000
2290.0000,47.5114,-122.2450,840500.0000
1100.0000,47.7728,-121.9000,325000.0000
1970.0000,47.5328,-122.3460,291700.0000
1410.0000,47.7073,-122.3400,410000.0000
3010.0000,47.7671,-122.2630,499000.0000
1890.0000,47.6831,-122.3810,524950.0000
1610.0000,47.6000,-122.2980,399950.0000
3930.0000,47.6646,-122.2800,1485000.0000
2840.0000,47.6285,-122.3090,1425000.0000
940.0000,47.4408,-122.4610,252000.0000
6640.0000,47.7493,-122.2800,4500000.0000
1250.0000,47.4987,-121.7810,255000.0000
1760.0000,47.3664,-122.1000,225000.0000
2900.0000,47.3663,-122.1290,354000.0000
1630.0000,47.5075,-122.3780,474900.0000
2390.0000,47.6809,-122.1130,570000.0000
2460.0000,47.4996,-122.1460,520000.0000
1670.0000,47.3604,-122.0890,289000.0000
810.0000,47.3286,-122.3460,170000.0000
2090.0000,47.5968,-122.1270,555000.0000
1790.0000,47.7344,-121.9650,366000.0000
