195,6
195,6
195,6
442,5
26,1
416,4
195,6
169,5
416,3
455,5
169,5
416,3
442,5
247,1
247,1
468,4
455,3
416,2
143,3
299,4
416,3
195,3
286,2
416,2
91,1
104,2
299,5
91,1
247,1
273,2
338,4
351,6
442,6
442,6
442,6
442,5
91,1
169,5
286,1
286,1
429,5
351,6
13,2
91,1
143,1
208,2
273,3
104,2
156,1
234,4
286,2
351,5
364,3
416,3
208,1
208,2
416,2
208,1
403,5
39,4
65,2
91,1
234,5
286,1
442,4
455,3
26,2
143,5
338,3
442,6
442,5
455,6
13,2
117,2
156,3
156,2
195,3
234,5
234,5
182,3
208,1
208,1
273,4
286,2
312,6
312,5
377,5
468,3
13,3
39,4
52,2
65,2
91,4
91,2
91,3
143,1
234,5
403,5
26,1
26,1
65,2
195,6
234,5
234,5
130,1
312,6
65,2
130,1
182,4
208,1
208,1
234,5
273,3
273,4
338,3
351,6
377,6
377,3
416,3
455,6
156,2
169,3
299,3
377,5
390,2
403,5
429,5
442,6
104,3
208,1
273,2
351,5
390,3
52,2
65,1
91,3
130,2
143,1
156,5
169,4
351,4
468,5
13,2
13,3
26,1
52,4
104,2
130,1
208,1
234,5
234,6
273,2
299,6
312,6
351,6
351,4
364,3
455,4
78,3
91,3
130,2
130,1
182,1
273,4
286,2
299,4
364,4
364,6
377,6
429,5
26,1
26,1
104,2
416,3
26,1
39,3
52,2
65,2
78,3
130,1
143,2
299,2
403,5
468,4
65,2
104,2
169,3
338,3
13,2
13,3
26,1
26,2
65,2
117,3
260,1
364,4
377,6
65,1
117,1
195,6
260,6
312,2
338,3
377,6
65,1
169,4
273,2
286,4
377,6
390,3
130,1
143,2
169,2
195,5
299,6
312,6
455,4
468,5
130,1
156,5
351,5
364,3
403,4
429,5
403,6
429,4
52,3
52,3
130,1
156,1
169,3
195,5
273,3
377,5
429,5
39,4
52,1
117,1
325,3
429,6
39,3
78,3
104,2
117,1
260,6
338,4
13,1
78,1
247,4
260,6
325,4
39,2
78,2
286,3
325,6
468,2
104,2
247,4
273,2
338,2
338,3
468,5
169,2
247,2
260,5
403,4
455,6
78,1
104,1
156,5
182,4
91,2
143,2
221,3
260,5
390,6
403,4
78,1
143,2
156,1
182,3
403,6
403,6
78,1
221,5
338,6
364,2
429,6
52,2
247,1
286,3
299,6
390,1
39,1
104,2
221,1
299,4
325,6
468,6
143,1
182,1
182,2
247,3
260,2
312,3
312,6
364,6
390,5
429,4
13,4
156,4
338,5
13,3
117,1
299,2
247,2
390,2
455,3
260,4
312,6
364,6
468,6
468,5
52,1
182,5
13,3
117,3
325,1
325,6
39,2
182,4
182,3
325,5
117,3
117,1
260,4
312,4
338,5
377,5
39,2
390,3
78,3
351,5
390,6
429,5
221,5
455,4
117,2
221,3
221,4
390,6
260,5
221,2
39,2
247,4
325,6
325,4
52,2
221,3
221,4
221,3
325,4
364,6
78,2
136,1
136,2
272,1
136,1
272,1
340,3
102,4
272,1
374,5
459,5
306,5
153,5
374,6
85,2
425,3
136,2
442,5
85,4
136,1
136,1
204,2
442,5
136,1
289,6
442,6
85,1
119,4
442,5
204,4
323,1
34,3
68,2
68,1
170,2
442,6
442,5
68,2
306,4
340,4
374,6
85,2
85,4
136,1
136,1
272,5
408,5
442,6
442,5
34,2
68,2
85,3
374,5
85,2
153,4
306,5
306,5
442,5
153,2
187,4
187,5
391,3
425,3
425,6
459,3
102,1
102,3
187,1
272,5
272,4
289,6
374,6
442,6
85,1
85,2
238,6
306,5
340,4
391,3
425,3
425,4
17,4
102,1
204,2
340,5
357,5
357,5
374,6
374,5
374,6
459,4
34,2
170,5
323,2
391,3
102,3
119,3
238,3
238,3
272,2
289,6
306,3
357,6
459,4
68,1
204,3
204,4
204,5
289,5
340,3
459,3
17,1
391,2
459,2
17,2
68,2
170,2
272,5
289,5
374,6
170,4
187,1
238,2
238,4
238,5
255,4
306,3
34,1
34,3
51,2
68,1
68,1
272,4
289,5
357,4
459,5
119,2
255,6
391,6
425,3
34,3
51,3
68,2
153,4
204,1
306,3
340,5
357,5
459,4
51,1
51,1
102,1
136,2
204,4
340,3
17,2
17,3
238,5
306,3
323,5
323,5
357,2
374,6
408,5
425,4
34,1
51,1
102,4
204,4
408,5
170,1
391,6
459,4
34,1
340,6
51,1
68,1
102,1
204,2
255,5
323,4
153,3
187,1
238,6
289,5
323,2
357,4
425,4
459,4
102,1
153,3
340,2
357,5
408,5
34,1
51,2
119,2
153,1
408,6
34,2
119,2
170,3
272,5
289,2
357,4
153,3
170,1
187,2
255,5
289,2
102,3
119,2
221,5
221,2
238,4
238,2
255,2
391,5
425,5
425,4
85,4
119,3
204,3
255,6
119,3
153,2
170,2
391,6
17,1
17,4
17,4
340,4
408,5
17,2
255,3
255,4
323,4
289,5
323,4
306,4
17,2
187,3
357,4
391,6
391,5
408,5
221,5
255,4
170,1
255,1
187,1
408,5
408,5
187,1
408,4
51,1
51,2
119,2
153,4
187,2
17,1
85,4
170,1
323,4
187,4
221,5
323,4
51,4
221,3
119,2
221,2
221,3
221,5
221,3
221,5
57,4
171,4
418,2
285,5
304,6
304,6
418,2
266,5
95,4
95,4
304,6
57,5
285,2
285,2
19,3
19,4
57,5
57,5
418,5
437,4
456,3
171,5
95,3
418,2
95,4
133,2
114,3
228,3
304,6
342,1
418,2
95,2
133,1
152,3
171,4
209,2
285,1
342,2
114,3
152,3
171,4
266,5
304,6
342,1
399,2
418,2
418,4
418,5
456,5
95,4
171,4
266,6
342,6
380,5
399,3
456,6
57,5
95,3
133,1
152,6
228,3
399,3
209,2
285,3
380,3
380,2
228,3
247,5
380,6
57,3
95,5
95,3
171,5
266,5
437,4
456,6
19,2
76,1
266,6
437,4
57,3
133,2
247,1
380,4
418,5
152,5
228,4
437,6
456,3
304,5
342,2
399,3
19,3
95,3
304,6
323,5
456,6
19,3
228,3
228,5
266,6
266,6
304,5
209,2
285,2
342,6
380,5
133,1
152,4
171,2
228,4
19,2
57,4
152,2
209,2
209,2
266,6
304,6
399,1
76,3
76,1
133,2
152,4
209,1
266,6
437,6
38,2
76,1
133,2
342,6
399,5
38,2
38,2
76,1
133,2
323,3
380,3
437,5
133,3
152,5
171,3
209,1
228,5
285,2
456,4
456,5
456,6
475,3
19,2
57,2
114,4
171,2
304,6
323,5
399,5
76,3
209,3
266,6
342,6
437,5
76,1
114,4
190,5
285,3
380,4
437,6
19,1
76,1
247,3
285,4
19,1
57,4
76,1
247,2
247,4
380,5
399,6
114,1
152,2
152,4
323,4
323,2
247,2
342,6
399,6
475,6
19,1
228,5
247,3
323,5
361,6
456,3
38,2
114,3
228,5
323,3
38,1
114,3
114,4
285,2
361,3
380,3
418,4
133,2
247,1
171,1
